Id,MSSubClass,Neighborhood,HouseStyle,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,PoolArea,CentralAir,MoSold,YrSold,SaleCondition,SalePrice
607,50,Gilbert,1.5Fin,48.5,12291,10,7,1996,2005,TA,TA,1864,1710,2530,1,1,3,1,TA,6,2,2000.0,3,842,200,113,0,Y,7,2008,Normal,525522
608,20,Somerst,1Story,59.1,8144,10,8,2010,2010,TA,Gd,1491,1690,1848,2,1,3,2,TA,6,2,,0,0,100,48,0,Y,3,2008,Normal,496820
609,70,NridgHt,2Story,96.5,15160,4,6,1909,1913,Gd,Fa,1492,1048,1876,3,0,5,1,Fa,9,0,1910.0,2,460,0,142,0,Y,9,2006,Normal,539019
610,80,BrkSide,1Story,85.0,6792,7,7,1979,1993,TA,TA,716,1006,1601,2,1,2,1,TA,6,2,1982.0,3,743,0,34,0,Y,12,2010,Normal,373687
611,50,Edwards,2Story,,8049,3,2,1937,1957,TA,TA,891,1686,1828,3,1,5,1,Gd,9,0,,0,0,200,27,400,Y,9,2006,Normal,330787
612,90,Gilbert,2Story,108.9,17373,8,5,1905,1931,TA,TA,875,1476,1851,3,0,4,2,Gd,8,0,,0,0,150,71,0,Y,7,2010,Normal,412765
613,50,NAmes,SLvl,66.5,14148,5,6,2002,2005,TA,Gd,1509,1485,1653,3,1,4,2,Ex,8,2,,0,0,0,65,0,Y,8,2010,Normal,380107
614,40,Sawyer,SLvl,91.7,8996,8,9,1906,1938,Gd,TA,1594,1638,1766,1,1,3,1,Gd,5,0,1909.0,1,192,0,29,0,Y,3,2010,Normal,420146
615,70,Somerst,1Story,74.8,11707,8,4,1922,1940,Gd,Gd,1607,1867,1917,1,1,5,2,Gd,10,0,,0,0,200,10,0,N,1,2006,Normal,492883
616,30,Somerst,2Story,112.5,11150,10,3,1902,1937,Ex,TA,747,931,1609,2,1,4,1,Gd,8,2,,0,0,250,189,0,N,8,2008,Normal,449930
617,90,Gilbert,2Story,86.6,1500,6,4,1952,1973,Gd,Gd,1098,1395,1534,3,1,1,2,TA,4,1,1956.0,3,923,100,135,0,Y,3,2006,Normal,455418
618,70,OldTown,1Story,,6693,5,3,1966,1987,Gd,Gd,1230,2124,2445,3,0,4,2,TA,8,1,1967.0,1,250,0,143,0,Y,2,2009,Partial,364108
619,40,Gilbert,1Story,66.1,10286,6,6,1935,1962,TA,TA,1778,1898,2951,3,1,4,2,Gd,7,2,1937.0,1,240,150,13,0,Y,10,2010,Normal,489877
620,20,Sawyer,1Story,,9002,3,7,1907,1939,TA,TA,545,966,997,1,1,5,2,TA,9,0,1909.0,1,286,250,159,0,Y,6,2008,Normal,264998
621,60,Edwards,2Story,54.0,11538,3,8,1912,1918,TA,Gd,831,710,970,2,0,5,1,Gd,7,2,1914.0,3,1123,150,72,0,Y,11,2006,Partial,306193
622,60,CollgCr,1Story,39.9,15244,6,9,2003,2010,TA,NA,571,1130,1191,1,1,5,1,TA,9,0,2007.0,1,310,0,149,0,Y,11,2007,Normal,401870
623,80,Edwards,SLvl,76.8,9150,9,2,1989,1990,Fa,Ex,1266,1378,1675,1,0,1,2,TA,6,1,1991.0,1,285,0,98,0,Y,2,2006,Normal,373406
624,40,CollgCr,1Story,58.3,6058,6,3,2003,2010,Fa,NA,1958,1637,2080,1,0,4,1,Gd,8,0,2003.0,3,883,0,48,0,Y,10,2008,Abnorml,483111
625,30,Edwards,SLvl,,11864,9,4,1958,1990,Gd,Ex,1563,1249,2009,3,1,5,2,Gd,8,0,,0,0,0,52,0,Y,5,2007,Partial,397033
626,50,NridgHt,1Story,68.0,9128,3,3,1960,1994,Gd,Gd,735,1594,1658,1,1,5,1,Fa,7,0,1963.0,1,235,100,28,0,Y,9,2010,Normal,492512
627,80,CollgCr,2Story,71.1,9845,6,8,1987,1998,Gd,NA,1712,1524,1904,2,0,3,2,TA,8,1,1990.0,2,359,100,165,0,N,1,2007,Normal,469281
628,90,Sawyer,1Story,70.2,9275,7,3,1968,1983,TA,TA,1012,742,1343,3,1,5,2,TA,8,2,1971.0,2,698,200,85,0,Y,6,2007,Normal,345101
629,40,OldTown,2Story,108.2,19916,5,2,1948,1970,Gd,TA,982,842,1508,3,0,5,2,Ex,9,0,1951.0,3,1023,0,156,0,Y,8,2007,Abnorml,362462
630,20,BrkSide,1.5Fin,84.6,1500,2,8,1932,1947,Gd,TA,1175,1386,1540,2,0,1,1,Gd,5,1,1933.0,3,887,250,165,0,Y,6,2010,Abnorml,334664
631,20,Sawyer,SLvl,116.4,8869,2,9,1953,1960,TA,TA,698,492,790,2,1,5,2,Gd,9,2,1953.0,1,285,0,33,0,Y,7,2007,Normal,274374
632,60,OldTown,1.5Fin,60.3,10485,10,3,1907,1919,TA,TA,790,977,1193,2,0,4,1,Fa,6,2,1911.0,3,654,100,66,0,Y,1,2010,Abnorml,348910
633,20,Gilbert,1Story,87.2,7219,7,4,1921,1937,TA,Gd,787,974,1137,3,1,3,1,Gd,7,2,,0,0,0,24,0,Y,1,2009,Normal,378001
634,70,CollgCr,1Story,61.6,14279,4,6,1981,2001,TA,TA,1276,1329,1967,3,0,1,1,Gd,5,0,,0,0,0,1,550,Y,8,2007,Normal,418638
635,20,NAmes,1Story,57.7,13916,4,6,1996,2010,TA,NA,756,1385,1718,2,0,5,1,Fa,7,1,2000.0,3,856,200,197,0,Y,5,2008,Normal,394946
636,50,Mitchel,1Story,117.2,10299,2,9,1911,1932,TA,Fa,1535,1213,1843,2,1,2,2,Gd,6,1,,0,0,0,132,0,Y,7,2006,Normal,386322
637,80,BrkSide,2Story,53.1,9363,10,5,1910,1925,Gd,TA,407,846,867,2,0,3,2,Gd,7,1,1914.0,1,210,100,90,0,Y,5,2010,Partial,285619
638,50,CollgCr,2Story,20.9,10030,2,2,1909,1935,TA,TA,517,785,838,2,0,2,1,TA,5,0,1910.0,2,670,150,40,0,Y,1,2010,Normal,329217
639,70,OldTown,2Story,,10060,8,5,1987,2010,TA,TA,1237,1372,2018,3,0,5,2,Gd,10,0,1990.0,1,277,100,118,0,Y,9,2007,Normal,411401
640,40,CollgCr,1.5Fin,25.8,10171,4,6,1934,1951,Gd,Gd,332,473,600,1,1,3,2,Fa,8,2,1935.0,3,629,0,108,0,Y,2,2006,Normal,342696
641,80,Edwards,2Story,49.1,9710,5,6,1936,1955,Fa,Fa,1375,1716,2213,3,0,1,2,Ex,4,0,1936.0,1,243,0,44,0,Y,10,2008,Normal,392549
642,50,OldTown,1.5Fin,51.1,11560,4,6,1901,1909,Fa,TA,536,712,725,2,1,1,1,TA,5,2,1905.0,2,458,250,2,0,Y,1,2009,Normal,295316
643,80,Edwards,1Story,70.8,13663,9,9,2007,2010,TA,TA,1217,1549,2130,1,0,5,2,Gd,10,0,,0,0,0,93,0,Y,12,2009,Partial,382259
644,90,Gilbert,1Story,24.9,5333,2,8,1948,1982,TA,TA,556,902,1123,1,1,2,1,TA,4,1,,0,0,100,101,0,Y,4,2006,Normal,326932
645,50,CollgCr,2Story,96.3,6087,5,4,1988,1994,Gd,Ex,1869,2060,2128,2,1,4,2,TA,7,1,,0,0,0,159,0,Y,11,2006,Normal,477318
646,30,BrkSide,1.5Fin,28.7,3156,4,4,1978,1991,Gd,Fa,2933,1957,3140,1,0,1,1,TA,4,2,1982.0,2,622,200,78,550,Y,1,2007,Normal,428428
647,90,Sawyer,1Story,67.2,14139,4,7,1915,1925,Gd,Fa,391,479,600,1,1,5,2,TA,10,2,,0,0,200,19,0,N,6,2009,Normal,258216
648,70,Sawyer,2Story,62.9,11551,3,5,1988,2010,TA,Gd,1107,1141,1909,1,0,4,1,TA,8,0,1991.0,2,645,200,176,0,Y,6,2007,Partial,340460
649,90,CollgCr,2Story,88.2,12622,10,5,1961,1963,TA,Ex,376,730,882,3,1,2,1,Gd,5,2,1964.0,1,266,0,82,0,Y,2,2010,Normal,435085
650,50,Sawyer,1Story,77.7,4496,5,3,1967,1975,Fa,TA,769,1308,1830,3,0,5,1,Ex,7,0,1970.0,2,804,0,144,550,Y,6,2007,Partial,384722
651,40,BrkSide,1Story,96.1,17997,5,4,1922,1934,TA,Gd,940,1504,1526,1,1,2,1,Gd,4,2,1926.0,3,772,0,8,0,Y,3,2010,Normal,341082
652,20,CollgCr,1.5Fin,62.0,7943,5,7,1994,2010,TA,NA,1538,1243,1687,3,0,5,1,Gd,9,2,1994.0,3,732,100,7,0,Y,6,2010,Normal,465511
653,80,Sawyer,2Story,59.8,11206,10,8,2003,2010,Gd,Ex,1052,802,1312,2,1,3,2,Gd,7,0,,0,0,0,4,0,Y,5,2009,Partial,360346
654,80,Edwards,1Story,79.1,14088,5,8,1945,1966,Gd,Gd,1184,1850,2000,3,0,3,1,TA,6,1,1948.0,3,815,250,157,0,Y,3,2006,Partial,412550
655,80,Sawyer,1.5Fin,92.6,6355,5,4,1910,1939,TA,Ex,867,855,930,1,0,1,1,TA,5,2,1914.0,3,634,250,48,0,Y,10,2006,Normal,308093
656,40,Somerst,1Story,,8205,4,3,1994,2010,TA,TA,1396,1894,2196,1,0,2,1,Fa,4,2,1996.0,2,584,0,158,0,Y,7,2006,Normal,461996
657,50,BrkSide,1.5Fin,,11253,4,3,1998,2001,Gd,TA,775,1245,1404,1,1,1,1,Gd,3,1,,0,0,200,188,0,Y,11,2009,Normal,321241
658,50,CollgCr,1Story,75.1,22501,2,5,1956,1961,TA,Fa,556,587,877,3,0,5,1,TA,9,0,1958.0,2,573,100,132,0,N,10,2009,Normal,348688
659,20,Edwards,2Story,69.2,11765,7,6,1964,1967,TA,NA,1260,2047,2441,2,1,1,2,TA,4,1,1967.0,2,452,150,197,0,Y,4,2010,Partial,426492
660,20,OldTown,1Story,79.0,17247,2,9,1924,1960,Gd,TA,1346,861,1518,1,1,1,1,Fa,5,2,1926.0,2,529,250,185,0,Y,4,2010,Normal,321427
661,40,OldTown,1Story,114.8,15564,4,9,1907,1933,TA,Gd,1506,1607,2516,3,0,1,2,TA,6,1,1911.0,1,304,0,144,0,N,12,2007,Normal,379783
662,60,Edwards,1.5Fin,64.7,12046,3,2,2004,2010,TA,Gd,1647,2095,2161,3,0,5,1,Gd,7,0,2007.0,2,744,0,160,0,Y,4,2007,Normal,383650
663,90,Edwards,1Story,62.0,6345,4,7,1953,1984,TA,Fa,747,1074,1217,2,0,5,2,Ex,9,0,1955.0,2,474,0,120,0,Y,2,2009,Normal,303980
664,80,CollgCr,1Story,60.3,14951,8,4,1930,1953,Gd,Gd,1487,1085,1659,3,0,4,1,Fa,8,0,1931.0,1,274,250,43,0,Y,7,2009,Normal,436644
665,70,Sawyer,1Story,78.6,4208,7,3,1976,1985,Gd,Fa,1306,1040,1733,1,1,1,2,TA,5,1,1977.0,3,753,150,20,0,Y,12,2007,Normal,409050
666,90,Gilbert,2Story,23.3,17224,10,6,1902,1922,Ex,Fa,1660,2426,2483,2,1,3,2,TA,6,1,1902.0,2,490,0,76,0,Y,3,2006,Family,491557
667,80,BrkSide,1.5Fin,67.0,11340,5,2,1908,1936,TA,TA,867,1102,1835,3,1,5,2,TA,8,1,1908.0,1,251,0,95,0,N,8,2006,Normal,317528
668,60,Sawyer,SLvl,89.4,1500,10,4,1926,1927,TA,TA,1644,1221,1835,2,1,1,2,TA,4,2,1928.0,2,626,150,69,0,Y,5,2010,Family,404145
669,90,CollgCr,1Story,58.4,9070,2,6,1950,1974,Fa,NA,1019,919,1454,1,1,4,2,TA,7,1,1950.0,3,781,0,20,0,Y,5,2007,Normal,381757
670,90,NAmes,1Story,74.1,13247,6,4,1940,1959,TA,TA,905,900,1626,3,1,1,2,Fa,4,1,1942.0,1,370,0,100,0,Y,6,2009,Normal,377938
671,30,Somerst,1Story,116.4,9504,9,6,1920,1922,Gd,TA,2076,1626,2351,3,0,5,2,TA,8,1,1920.0,2,593,250,99,0,Y,2,2010,Normal,549477
672,40,Somerst,2Story,77.3,13503,6,5,1938,1948,Fa,TA,710,1633,1652,3,1,3,1,Gd,7,1,,0,0,100,190,0,Y,5,2010,Normal,395454
673,90,OldTown,SLvl,20.7,6930,10,8,1937,1954,Gd,TA,894,1098,1560,2,1,5,2,Ex,9,2,1940.0,1,265,0,190,0,Y,4,2008,Normal,400688
674,20,Sawyer,2Story,39.0,5015,4,3,1958,1971,Ex,Gd,924,1033,1329,1,0,3,2,Ex,6,0,1958.0,2,496,0,123,0,Y,10,2009,Normal,327771
675,60,Gilbert,2Story,64.5,10200,2,2,1962,1973,TA,NA,754,1137,1284,1,1,4,1,Gd,6,1,1963.0,3,936,0,170,0,Y,3,2006,Normal,371424
676,50,Sawyer,1Story,52.3,10633,8,6,1998,2010,TA,TA,680,820,1027,3,1,5,2,TA,8,0,1998.0,2,429,0,62,0,Y,11,2010,Normal,357591
677,70,CollgCr,1.5Fin,72.3,9037,2,4,1989,2005,Fa,TA,649,1053,1190,3,0,2,2,TA,5,0,1989.0,2,453,100,193,0,Y,1,2010,Normal,349230
678,90,BrkSide,1Story,63.5,15655,8,7,1932,1951,TA,Ex,1141,2051,2419,1,1,4,1,Gd,8,0,1933.0,1,256,0,188,0,Y,5,2007,Normal,391959
679,40,OldTown,1Story,95.7,6929,8,2,2000,2010,Gd,Fa,673,1319,1601,2,1,3,1,Gd,5,1,2000.0,2,615,250,25,0,Y,4,2007,Normal,365676
680,30,Somerst,1Story,46.0,11815,9,6,1957,1960,Gd,TA,1004,1738,2063,2,1,3,1,TA,6,2,1957.0,1,329,0,140,0,Y,6,2009,Normal,503788
681,40,Somerst,1Story,65.4,10785,6,9,1920,1934,Ex,TA,601,591,650,2,1,4,2,TA,8,2,,0,0,0,91,0,Y,10,2008,Normal,375139
682,70,BrkSide,1Story,74.8,3962,10,2,1937,1939,TA,Ex,1449,1759,2023,2,1,2,2,TA,5,0,,0,0,150,53,0,Y,12,2009,Normal,365306
683,40,OldTown,1Story,,4960,3,4,1982,2010,TA,Fa,1002,1357,1498,3,0,1,1,Gd,3,2,1986.0,2,553,150,82,0,Y,9,2006,Abnorml,346059
684,70,OldTown,1Story,73.2,10550,5,8,1991,1998,Gd,TA,852,858,1394,3,0,3,2,Gd,6,0,1993.0,3,935,0,181,0,Y,7,2007,Normal,379020
685,40,Edwards,2Story,20.0,18821,3,6,1941,1973,TA,TA,1312,1421,1662,1,1,5,1,TA,7,0,1943.0,1,234,0,184,0,Y,7,2009,Normal,324206
686,70,Edwards,1Story,71.8,12933,8,3,1917,1924,TA,Gd,698,1289,1462,2,0,1,2,TA,6,1,1921.0,3,619,0,68,0,Y,12,2010,Abnorml,346406
687,20,CollgCr,1Story,66.7,3252,8,3,1921,1933,TA,Gd,386,479,700,3,1,2,1,TA,6,2,1924.0,3,892,200,92,0,Y,12,2006,Partial,382268
688,40,CollgCr,SLvl,89.0,1500,9,8,1911,1935,Gd,Gd,1649,2045,2168,1,1,4,2,Fa,8,1,1913.0,2,480,0,103,0,Y,10,2009,Normal,468083
689,40,OldTown,2Story,,13579,8,8,1977,2010,Gd,Gd,1205,1248,1817,3,0,3,1,Gd,7,0,1981.0,3,832,250,146,0,Y,2,2006,Normal,427399
690,60,Somerst,2Story,75.3,10096,4,4,1955,1962,TA,TA,1194,956,1449,2,1,4,2,Gd,9,1,1957.0,1,285,100,95,0,Y,4,2010,Normal,409476
691,70,Edwards,1Story,,15293,2,5,1950,1958,TA,TA,970,1021,1086,2,0,3,2,Gd,8,0,1953.0,1,290,250,79,0,N,4,2007,Family,297361
692,70,Edwards,1.5Fin,99.8,6801,10,8,1974,2009,Gd,TA,891,691,1044,1,0,5,2,Gd,8,0,1978.0,2,635,0,184,0,Y,3,2007,Normal,381473
693,90,Sawyer,1Story,95.3,11971,6,3,1991,2003,Ex,TA,881,1295,1757,3,0,5,1,Gd,9,0,1994.0,2,627,0,74,0,Y,12,2009,Normal,405940
694,80,OldTown,1Story,76.1,14054,2,3,1988,1996,Fa,TA,1047,1663,2324,2,0,3,1,Ex,6,1,1990.0,2,576,0,53,0,Y,2,2010,Abnorml,372343
695,20,Mitchel,1.5Fin,117.2,8621,10,8,1915,1944,TA,Gd,911,1763,1848,2,1,3,1,Ex,6,0,1918.0,1,262,200,65,0,Y,11,2008,Normal,432464
696,70,Sawyer,2Story,56.2,8710,10,3,1965,1968,Gd,Fa,903,820,1086,2,0,2,1,TA,6,2,1968.0,3,853,150,66,0,Y,10,2007,Normal,364278
697,20,CollgCr,2Story,43.9,10606,6,8,1997,2010,TA,TA,1587,1516,1758,1,0,3,1,Gd,6,0,,0,0,0,111,0,Y,7,2010,Normal,442513
698,50,Edwards,2Story,69.8,12779,8,5,1985,2010,TA,TA,1522,1519,1674,3,0,5,2,TA,8,0,,0,0,200,132,0,Y,4,2010,Normal,378004
699,60,CollgCr,2Story,61.8,10440,2,9,1936,1970,Gd,NA,1108,1636,1965,1,0,3,1,Gd,5,2,1937.0,1,385,250,26,0,N,4,2008,Normal,398245
700,40,OldTown,1Story,20.0,14591,2,2,1943,1954,Gd,TA,1587,1795,1841,1,0,4,1,Gd,6,2,,0,0,150,177,400,Y,9,2006,Normal,335947
701,70,Edwards,1Story,55.6,8560,4,9,1998,2002,Fa,TA,417,547,600,3,1,3,1,Gd,5,1,2001.0,1,298,200,50,0,Y,9,2010,Normal,287232
702,80,CollgCr,1Story,,4921,7,3,1903,1920,TA,TA,1651,1414,1937,1,1,4,1,Ex,7,0,1905.0,2,504,0,22,0,Y,7,2009,Normal,439172
703,60,NAmes,1Story,,18803,3,2,1958,1971,Gd,Fa,767,1069,1093,3,0,4,2,Gd,9,0,1960.0,1,321,100,133,0,Y,7,2008,Normal,329834
704,60,Somerst,1.5Fin,52.9,7961,2,7,1912,1950,TA,Fa,417,682,868,2,0,3,1,TA,6,2,,0,0,200,41,0,Y,10,2006,Normal,338513
705,90,Sawyer,1Story,70.9,8113,8,6,1999,2010,TA,Gd,714,902,1610,3,0,5,1,TA,8,2,1999.0,1,311,150,150,0,Y,10,2010,Normal,375063
706,70,Edwards,2Story,72.7,10224,8,8,1904,1941,TA,TA,1758,1265,1897,1,0,5,1,Ex,7,2,1904.0,2,577,150,189,0,Y,10,2009,Normal,385951
707,30,BrkSide,2Story,85.7,10782,8,2,1902,1932,Gd,Fa,579,757,912,3,1,1,2,Ex,5,2,1905.0,3,964,200,138,0,N,4,2007,Normal,330700
708,70,Edwards,2Story,55.9,8876,9,2,1936,1964,Ex,Fa,1223,1280,2063,1,0,2,1,Gd,6,0,1940.0,3,993,150,155,0,Y,1,2007,Normal,399624
709,50,Mitchel,1Story,89.2,10427,9,6,1922,1926,Gd,Gd,1246,1700,2091,3,0,5,1,TA,7,2,1926.0,2,583,0,98,0,Y,6,2007,Normal,457082
710,20,OldTown,1Story,46.0,10333,7,9,1954,1956,Fa,TA,1033,1210,1698,2,1,3,2,Gd,7,1,,0,0,0,69,0,Y,5,2010,Normal,334744
711,90,Gilbert,SLvl,58.9,11234,6,5,1933,1934,TA,TA,1135,975,1234,1,0,2,2,Gd,7,2,,0,0,200,122,0,Y,5,2008,Normal,349507
712,80,Sawyer,2Story,,1500,9,8,1939,1962,TA,Gd,545,691,1255,2,1,4,1,TA,7,1,1942.0,1,244,0,71,0,Y,7,2010,Normal,359962
713,60,NAmes,1.5Fin,,18400,5,9,1962,1970,Ex,TA,986,1973,2117,1,1,4,1,TA,7,2,,0,0,150,175,0,Y,12,2009,Abnorml,368563
714,70,Mitchel,1.5Fin,55.5,9881,2,8,1962,2001,TA,TA,688,588,825,1,1,1,2,TA,4,2,1963.0,2,556,100,93,0,Y,10,2007,Normal,307428
715,60,Edwards,2Story,42.4,12939,8,6,2003,2008,TA,Gd,1552,1355,2211,3,0,1,1,Gd,5,2,2006.0,1,210,150,99,0,N,9,2008,Normal,449007
716,40,Somerst,1Story,51.8,4712,4,7,1953,1990,TA,Gd,716,1136,1521,2,1,5,1,Gd,8,1,1953.0,3,939,0,134,0,Y,9,2010,Normal,441174
717,90,NridgHt,2Story,73.0,8522,10,6,1962,1988,Gd,Fa,714,1310,1704,3,1,4,2,Gd,7,0,1964.0,1,241,0,37,0,Y,5,2008,Family,605364
718,60,NridgHt,1Story,85.5,7676,5,7,1975,1979,TA,Fa,421,674,805,3,1,2,2,TA,6,1,1976.0,1,261,150,112,0,Y,7,2009,Normal,484765
719,40,NAmes,2Story,69.6,16673,9,6,1919,1921,Ex,Fa,899,1301,1655,2,0,5,1,TA,9,1,1923.0,2,543,0,150,0,Y,6,2006,Normal,416594
720,70,BrkSide,SLvl,62.9,8040,2,6,1974,1989,Ex,NA,752,1051,1845,2,1,1,2,Gd,6,0,,0,0,0,155,0,Y,10,2008,Normal,305778
721,30,NridgHt,2Story,,13684,7,5,1995,2008,TA,NA,536,974,1034,1,1,5,2,TA,8,2,1996.0,3,799,250,44,0,Y,12,2008,Normal,530012
722,40,Mitchel,1Story,54.0,7768,6,7,1935,1947,Gd,TA,1523,1427,1889,1,1,1,2,Gd,5,0,1937.0,2,555,0,10,0,Y,6,2007,Normal,392337
723,30,Somerst,1Story,36.0,8599,6,8,1919,1940,Ex,Gd,1473,990,1693,3,1,4,2,TA,9,1,1919.0,2,555,150,38,0,Y,9,2010,Normal,464045
724,20,NridgHt,SLvl,86.2,9469,4,9,1938,1943,TA,Fa,1154,1159,1291,1,0,5,1,Ex,9,2,1938.0,1,262,0,163,0,Y,1,2007,Normal,508563
725,80,Somerst,1Story,,15892,10,6,1930,1935,Gd,TA,1327,1830,2160,2,1,4,1,Gd,7,2,1932.0,3,747,150,53,0,N,5,2010,Normal,517517
726,50,BrkSide,1Story,69.1,2563,5,2,1964,1991,TA,Gd,360,526,625,1,1,4,1,Ex,6,1,1967.0,3,970,0,11,0,Y,11,2006,Normal,294055
727,80,BrkSide,1Story,,4974,9,6,1995,2010,TA,NA,1797,1404,1891,3,1,2,1,TA,6,2,,0,0,150,119,0,N,9,2008,Normal,402838
728,70,Mitchel,1Story,89.3,2321,5,4,1966,1976,TA,Gd,1977,1765,2402,2,0,2,2,Ex,6,2,1966.0,2,544,100,176,0,Y,7,2008,Normal,450224
729,30,Gilbert,1Story,72.2,5932,2,2,1913,1950,Ex,NA,1559,1774,2241,2,1,2,2,Gd,6,0,1916.0,3,784,150,44,0,Y,3,2007,Partial,404907
730,30,Sawyer,2Story,100.7,7091,9,2,1934,1947,TA,TA,1033,1095,1912,3,1,1,2,TA,6,2,1934.0,1,297,0,8,0,Y,10,2008,Normal,404846
731,50,Edwards,1Story,47.5,3719,3,6,1976,1989,TA,Ex,825,979,1430,1,1,2,1,TA,5,1,1980.0,2,444,100,28,0,Y,12,2010,Normal,341057
732,20,Somerst,1Story,62.3,7417,4,9,1936,1939,Gd,Fa,885,1288,1295,1,0,2,1,TA,5,1,1936.0,3,780,100,25,0,Y,5,2008,Normal,449875
733,60,Sawyer,1Story,59.7,2038,9,6,1965,1981,TA,TA,1103,1339,1580,2,1,4,1,TA,6,0,1965.0,1,276,0,40,0,Y,10,2008,Normal,411435
734,50,NAmes,1Story,84.2,6224,10,5,1977,1996,Fa,TA,820,1485,2011,1,0,2,2,TA,7,1,1979.0,2,646,0,36,0,Y,8,2010,Normal,416886
735,30,Sawyer,1Story,38.4,15542,10,2,1936,1962,Gd,TA,1264,886,1363,1,1,1,1,TA,4,2,1940.0,2,587,150,127,0,Y,5,2010,Abnorml,378906
736,60,NAmes,2Story,101.9,12195,5,7,1971,1977,Gd,Gd,1425,1761,1989,1,0,4,2,Gd,9,2,,0,0,100,44,0,Y,4,2006,Normal,389635
737,80,Gilbert,1Story,82.4,11287,8,2,1944,1951,TA,Gd,1972,1817,2724,3,0,3,2,Ex,6,2,,0,0,150,109,0,Y,7,2009,Family,495317
738,90,Somerst,1Story,,6288,4,8,1914,1931,TA,Ex,811,978,1570,1,1,2,1,Gd,6,2,1914.0,2,631,250,80,0,Y,5,2010,Normal,397363
739,50,Somerst,1Story,69.1,4048,8,8,1941,1943,TA,Gd,866,653,1055,1,1,4,2,Ex,8,1,,0,0,0,130,0,N,8,2010,Family,440678
740,20,Somerst,1Story,,5716,6,9,1948,1953,Gd,Gd,809,882,1005,3,1,2,2,Gd,5,2,1948.0,3,831,250,131,0,Y,2,2010,Normal,449039
741,80,Somerst,1Story,,10319,2,4,1900,1925,Ex,TA,870,1614,1923,1,0,4,2,Gd,7,0,1901.0,2,559,250,118,0,Y,6,2006,Normal,392503
742,60,Somerst,1Story,92.7,14146,5,3,1999,2010,TA,Gd,1161,928,1596,1,0,1,1,Gd,3,2,2002.0,2,529,150,178,0,Y,9,2009,Normal,444029
743,80,Somerst,1.5Fin,54.3,14290,6,4,1958,1980,Fa,TA,1578,1246,2071,2,1,3,1,TA,5,0,1961.0,1,388,0,39,0,Y,11,2010,Normal,462870
744,20,Gilbert,1Story,26.1,13149,4,8,1904,1909,Gd,Gd,1155,1122,1344,1,1,3,1,TA,6,1,1907.0,1,263,0,104,0,Y,4,2008,Normal,371359
745,40,Sawyer,2Story,29.8,7402,5,3,1996,2010,TA,Gd,1039,1633,2024,3,1,2,2,TA,7,2,1999.0,1,298,0,78,200,Y,8,2006,Normal,377287
746,40,Gilbert,1Story,75.8,10603,6,9,1994,2010,Gd,NA,1389,1352,1574,2,0,4,2,Fa,9,2,1998.0,2,499,150,106,0,Y,4,2006,Normal,461915
747,70,NridgHt,1Story,103.9,9150,2,3,1901,1929,Ex,NA,784,755,1198,3,1,2,1,Gd,6,2,1903.0,1,301,0,27,0,Y,10,2007,Normal,457557
748,70,BrkSide,1Story,41.4,9655,3,2,1918,1925,TA,Fa,626,1212,1383,1,1,4,1,Gd,7,2,1922.0,1,315,250,63,0,Y,5,2010,Partial,280123
749,70,Mitchel,2Story,64.0,19056,8,3,1940,1963,Gd,Ex,516,1093,1125,2,0,2,2,Gd,6,1,,0,0,150,188,0,Y,9,2006,Normal,337948
750,50,CollgCr,1.5Fin,62.3,3100,5,8,1956,1959,TA,TA,1313,2117,2580,1,0,3,2,TA,6,0,1956.0,2,556,100,160,0,N,6,2009,Normal,481212
751,40,Sawyer,1Story,112.3,9514,7,6,1980,2005,Gd,Gd,905,1040,1629,1,0,4,2,Gd,7,2,1980.0,2,488,0,85,0,Y,4,2006,Normal,373944
752,30,OldTown,1Story,119.7,15589,7,4,1947,1955,TA,TA,1336,1698,1984,2,0,5,2,TA,9,1,1948.0,2,468,0,22,0,Y,7,2010,Normal,373431
753,40,CollgCr,1Story,,4343,6,7,1967,2003,Gd,Fa,1130,981,1392,3,1,2,2,Gd,7,2,1967.0,1,321,150,129,0,Y,8,2006,Abnorml,447277
754,30,Sawyer,1Story,89.8,7796,5,7,1901,1903,TA,Gd,563,641,1120,1,1,3,2,Gd,6,1,,0,0,200,60,0,Y,9,2007,Partial,313117
755,80,NAmes,2Story,89.1,8278,6,6,1973,1999,TA,NA,1455,1055,1538,3,0,3,2,TA,6,2,1975.0,1,183,0,65,0,Y,10,2006,Normal,406030
756,70,BrkSide,1Story,41.8,9562,9,6,2001,2006,Gd,TA,1102,2158,2254,1,1,5,1,Gd,7,1,2003.0,1,351,0,19,0,Y,9,2008,Normal,387520
757,70,Sawyer,1Story,85.4,3797,10,2,1958,1985,TA,Gd,1095,1103,1500,1,1,5,1,TA,7,0,,0,0,0,57,0,Y,11,2009,Partial,369388
758,90,Mitchel,SLvl,47.6,13000,4,4,1950,1969,Fa,Gd,1077,1110,1182,2,1,4,1,TA,6,0,1951.0,3,810,200,42,0,Y,6,2008,Normal,351191
